,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
/award/award_ceremony/awards_presented./award/award_honor/award_winner,-0.73075324,0.19680128,-0.7211932,-0.12371217,0.37109974,-0.7332067,-0.799595,0.6287352,-0.7865883,-1.1227185,-0.21308975,-0.803727,-0.8634492,0.16447195,-2.6931598,0.94532263,-0.0503844,-0.13192384,-0.2875334,-0.81051445,-0.9179794,0.15596144,-0.21139279,0.17549446,0.1040606,-0.28314897,-0.53015137,0.88619465,-0.07521469,0.050414108,-0.22603513,-0.047754493
/film/film/country,0.102298364,-0.9742414,-0.620355,-1.2391207,0.48031822,-1.3750976,-0.9211414,0.2791245,0.58997303,-0.6942258,0.023148168,-0.36406997,0.28212434,-0.39363086,-3.3404603,0.21883263,-0.51174146,-1.3481457,0.07094321,-3.2124562,-2.2260005,-0.21983385,2.1552846,-1.1619298,1.8280952,-0.416332,-2.9248557,-0.119817145,0.39901212,-0.16033892,-0.034138124,-1.6838958
/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country,-0.87015903,1.6532292,-1.8403993,1.2299987,-1.9623396,0.0041696928,2.5718558,0.13713436,-0.8023875,-1.7689816,-0.8897079,-0.9034785,-0.109956406,-0.7017533,-3.923552,-0.60883737,-0.59214085,-1.652529,-0.8414764,0.21635748,-0.6562122,-0.3596958,-0.45739368,-2.9597425,1.0915706,-2.032158,-3.24347,-2.914285,0.9285747,2.3922937,-2.58826,-0.2964022
/award/award_winning_work/awards_won./award/award_honor/award,-0.8675242,0.81268936,-0.96224326,-0.84953123,-0.993881,0.71299547,-0.36832753,-0.76853704,-0.9468157,-1.0618643,0.44285217,-0.5210164,0.84350216,0.28884017,-2.9848695,-0.6515888,0.0846335,-0.049206637,0.25640005,-1.0051222,0.7519227,-0.08352793,0.10494593,0.39385676,0.22143534,-0.37737796,-1.0193958,0.02445533,0.19246927,0.2603229,0.12580977,0.034018587
/film/film/genre,0.8686474,-0.6056649,0.22059573,0.0593678,0.5091223,-0.6111779,0.51233435,0.14455785,-0.6722691,-0.5024357,0.047976375,0.20017026,0.7109207,-0.35371047,-2.959376,0.29542956,0.052456256,-0.11472723,-0.23256344,1.1421808,-2.1116548,-0.0687418,-0.44349948,-2.2567642,-0.24570909,-0.9686995,5.352972,-0.06051574,-0.074460246,-0.23085628,-0.08911983,-1.6915592
/film/film_distributor/films_distributed./film/film_film_distributor_relationship/film,0.4442726,0.5746934,-3.4828813,0.19537757,-0.17565574,-0.28952238,-0.5806009,-0.44289732,-0.8759525,-0.90151745,-0.60323644,-0.6995592,-0.3618452,-0.5164755,-2.024623,0.886265,0.12031553,-0.85196567,-0.20800927,-1.9821309,-1.3575318,-0.04716319,-0.20107296,-0.45859772,-0.35862258,1.1670797,-0.7114893,-0.50313216,-0.08560934,0.24295269,0.011932822,0.62000644
/location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency,-0.030788692,-0.83736265,-1.3613584,0.91836387,-2.6292589,-2.825848,0.22582465,-0.20919725,1.3991685,-0.8293932,0.39117554,-0.517454,-0.26800942,0.19943811,-6.4643145,0.08615938,-1.4681733,-1.2251661,0.62160313,7.0123725,-4.1676445,-0.97800297,0.99831146,2.7001715,-0.4045812,0.6738477,-1.1533862,4.4287233,0.31305182,3.908175,-1.7850263,0.17886177
/film/film/estimated_budget./measurement_unit/dated_money_value/currency,0.25443125,0.0463544,-2.7523925,1.3605679,2.0353673,1.204982,-0.37955508,-0.23493676,2.1776643,0.15916267,0.16070087,0.18595023,-0.1794442,-0.15656962,-4.4043846,0.66054505,-0.18860477,-1.1528524,-0.48460972,5.4469614,-6.4358997,0.15903245,1.7565473,3.6426928,2.4214404,-0.36976442,-0.12511611,0.059382915,0.39319736,-3.1616817,-0.9207201,-1.1023484
/government/legislative_session/members./government/government_position_held/district_represented,0.32998428,0.55697465,-1.3733917,-0.7740325,-1.5138018,-1.7206403,0.47869882,-0.9353848,-1.5062375,-1.0254914,-0.7813593,0.19092079,0.9445904,0.26002228,-3.6042562,0.011142695,-1.0977814,3.1966646,0.4858495,4.0302525,-0.6644947,-0.115632184,0.81918967,2.4062552,-0.17132235,0.6454827,-0.23448029,4.604351,0.05751162,0.1347712,0.09879516,-0.16945562
/sports/sports_team/roster./american_football/football_historical_roster_position/position_s,-2.2168593,-2.2613013,-2.9504738,-2.5625088,-1.5168599,-1.2257574,-1.3660219,-0.9947872,-0.63029534,0.17645597,-0.56189644,-0.3508625,1.0778207,1.3120592,-5.0056715,-2.5526683,-1.0987875,-2.1579869,1.7583715,0.50363195,-4.3375854,-2.7972233,-0.8952982,0.8096839,-1.1819491,0.034741905,4.078899,-2.1125498,1.5477175,-0.21769716,-0.0657946,0.34380123
/government/government_office_category/officeholders./government/government_position_held/jurisdiction_of_office,0.48620003,0.48731485,-1.5131718,1.1318555,-0.80903876,-0.34567326,1.1147884,0.0609894,-1.2354673,-0.996596,-1.5298555,0.6516273,-0.34129965,-0.18708406,-4.1595607,1.0174662,-0.95333976,1.6675849,0.15385221,1.5731785,-1.5472839,-0.17651954,0.5630206,-1.5565592,0.023244059,4.3801603,0.37711924,-0.6168446,-0.90902525,-0.20345317,1.4289298,-1.2771287
/award/award_nominee/award_nominations./award/award_nomination/nominated_for,1.110896,-0.55849695,-4.5012684,0.1468301,0.34712347,-1.2217964,-0.2615814,-0.9744799,-1.3318348,-1.720799,-0.24906623,-1.0600553,-0.9890861,-0.9358444,-2.6937983,1.0824687,0.1947064,0.21023126,0.2623223,0.37446165,-2.031496,-0.17184101,-0.5075568,0.030690825,-0.057408538,0.9549824,-0.46119294,-0.03894395,-0.086106114,0.3243702,-0.07553796,0.25468004
/people/deceased_person/place_of_death,0.4220917,-0.7057051,-0.9089323,0.6555656,0.936975,0.84174466,0.32470143,-0.36975506,-0.57643634,-1.3785994,0.3644367,-0.6951357,0.50070626,0.5525509,-3.3058164,0.66837686,0.0071377503,0.6692497,-0.18581171,-2.4391518,-0.35233182,0.6848176,0.63663286,-0.50988555,-0.72344756,1.0142919,-0.2285865,0.8823174,-0.34037763,1.22291,-0.10478165,0.38466412
/sports/pro_athlete/teams./sports/sports_team_roster/team,-0.8729106,0.7094661,-2.733954,-0.62374735,-0.6049869,1.065877,-0.5342619,0.7484762,-0.7537733,-1.0679115,0.95079327,-0.44597042,-0.91280955,0.8491749,-2.5836134,-1.0838788,-2.231625,-1.7706892,-0.7843447,-0.4633032,-0.5868751,-0.3758813,0.28492656,-0.039823104,0.11477842,-1.0677058,0.1911614,0.06879561,-1.2580274,-0.08519092,1.3009788,-0.89165443
/music/artist/track_contributions./music/track_contribution/role,-0.37047386,-0.3262427,-1.3635643,-0.89433694,-0.7592738,-0.34959632,-1.8150538,0.39660183,-0.32064447,0.2142297,-0.15465608,0.35918733,-0.28592178,-0.22644608,-3.2254822,0.61562854,0.39572635,-0.17160605,-0.24687624,-2.3782642,-2.0619066,-0.36733034,-0.8063571,0.9832967,-0.9500996,1.8156612,0.23125432,0.43891016,1.966114,0.023768848,-0.39023218,0.4624342
/music/instrument/instrumentalists,-1.4115541,-1.2584536,-2.136889,-0.57575196,-0.28757256,-0.1907352,-1.0521688,0.59887767,-0.79282933,-0.21624205,-0.30427858,0.57339984,-0.11880128,0.079143345,-2.566196,1.2563605,-0.006131754,-0.7077528,-0.15650529,-1.3696327,0.9133417,-0.12201768,0.8800509,0.5019296,1.3485457,0.023585914,-0.20550373,-0.55928296,-2.1881015,-0.70255995,0.114250295,0.937241
/people/person/gender,-0.07252069,-3.3273275,0.58548045,-0.66029817,-1.0045228,0.25878447,0.13272314,0.13209568,-0.042583052,-2.5673544,0.31684953,-0.21826947,0.1758006,0.19169919,-8.136423,-0.25889423,0.24966575,0.92571133,0.42065957,5.99525,-4.3207483,0.2079081,-0.07916807,1.5241352,-0.6319774,4.524005,-0.12530303,1.0055816,0.60588616,0.42193884,0.29766268,-0.6999915
/business/job_title/people_with_this_title./business/employment_tenure/company,-0.09299147,0.9855926,-2.4645095,-0.36946848,-1.0486766,0.10913397,0.31711224,-0.6563275,0.1066007,-0.8186857,-0.5074867,-0.7014934,-0.6286368,-0.71486294,-2.1811433,-0.4254098,-0.5511241,1.7665446,-0.038990386,0.7208402,0.3280756,-1.2119042,1.1707041,-0.17292802,0.00049028255,-0.7391819,1.4400964,-0.12156276,0.6483294,0.2773208,-0.5393428,-1.8921797
/base/popstra/celebrity/friendship./base/popstra/friendship/participant,0.65889883,0.24257678,-2.8003807,0.4052765,0.36165863,0.9473015,0.54784834,1.1599082,0.17565294,0.13196349,0.7211343,-0.051098026,0.3983289,0.4345294,-2.9180427,0.8359351,-0.21133849,-0.33554924,-0.0068635955,0.7977882,-2.3881216,0.054822586,0.0886161,-0.23969126,-0.70449114,-0.2289108,-0.19847777,-0.17306277,-0.3613986,-0.3141386,-0.42760977,0.5291302
/business/business_operation/industry,0.503107,1.1475861,-1.7498873,-0.48922342,-0.88417906,-0.47710407,0.9240917,0.15683419,0.8162046,-0.95756924,0.39519003,-0.9797522,-0.91873336,0.3036143,-2.8995686,-0.65729636,0.07770735,-0.09227082,0.08253902,1.9130617,-0.37011856,-0.13170967,-0.036470532,-1.2661014,0.52424407,-0.019765848,1.4937056,0.8952951,1.9070814,-0.7845351,0.26501414,3.4969008
/award/award_category/winners./award/award_honor/award_winner,-0.8475345,-0.9650534,-0.8961346,-0.7780785,-0.674965,-0.85715723,0.6820238,0.7604042,0.8045313,0.52122086,-0.5863417,0.87287706,-0.9560387,-0.4477285,-3.4701686,-0.8564279,0.12889504,0.077905804,-0.29650486,1.176622,-0.46514422,-0.08477596,0.024771892,0.023761306,-0.22033568,0.8646835,0.15085568,0.17027546,0.04987452,-0.07439643,-0.39021215,-0.34601822
/people/person/nationality,-0.17718802,0.8278777,-0.7605012,-0.44326413,-0.2590875,1.7231711,0.36534432,-0.36275747,-0.11887063,0.7547352,0.26152956,-0.2969155,-0.13235758,0.09426971,-4.3014016,0.79223996,-0.2438143,1.564099,-0.250744,-6.3113785,-4.6062675,0.027951287,0.05011305,-0.43589264,-0.28531563,-0.30326185,-0.016577568,1.1141417,-0.50610703,-0.5472709,0.033034083,-0.22164619
/sports/sports_team/roster./baseball/baseball_roster_position/position,-1.6906593,-2.4507453,-6.6563716,-1.2897295,-3.26378,1.4375881,1.8514776,-2.0107038,-2.3665166,-1.1667441,-3.3918731,-1.520621,-1.7610683,-0.17293963,-6.158392,-2.7622993,-2.046739,-1.0230972,1.3118026,-0.3574762,1.1337259,0.7925962,0.7788796,0.113938294,1.8810908,-4.013494,-0.22094084,6.32121,-5.4450755,3.7093382,3.2521255,0.4406373
/people/cause_of_death/people,0.2203931,0.66814846,-3.0950463,1.166861,1.5764308,0.6639389,-0.6589686,1.0583565,0.38321847,-0.8094793,-0.6086472,-0.33726302,-1.5775166,0.44752118,-3.0392454,-0.28039998,1.0081422,1.0323856,0.053400878,2.0614467,-0.04049965,0.42273,-0.49863988,-0.4071329,0.55368215,1.0934883,0.43772158,1.5506995,-0.056551613,-1.3488476,0.4836537,-0.15719758
/tv/tv_program/languages,0.29165125,0.03762893,-1.3430082,0.4997027,-0.47804886,-0.4182467,-0.49181038,0.26752794,-0.96382034,-1.1507127,-0.66702163,0.13060112,0.040603254,0.35291618,-4.083587,-1.0908278,0.8529011,1.3079956,-1.0450387,4.7657113,-2.5676107,-0.7798734,-0.17515941,-3.814746,2.1401796,-1.5594131,-0.4768586,0.5669923,-0.08069035,-0.26933286,0.009850669,2.3672369
/music/genre/parent_genre,0.645077,0.26712555,-1.0048176,-0.45994782,0.56140256,0.49072585,0.6624291,0.6145716,0.96967906,-0.70591277,0.05139353,-0.8452405,0.07604613,0.611569,-2.7882886,0.9040684,0.08670672,1.9251055,-0.27221093,-0.4933635,2.2819095,0.57873935,-0.50828564,0.55701363,-1.7031097,-0.0017104275,0.28296232,0.43531096,-0.3901036,0.34660858,0.21916996,0.8846272
/base/popstra/celebrity/breakup./base/popstra/breakup/participant,1.0639865,-1.4230179,-3.9648821,0.3339095,0.5202551,1.0869561,1.1957617,0.9027336,-0.7744848,-0.33252493,1.649585,-0.0370705,0.6909445,0.8646386,-3.9574509,1.2126331,-0.39957473,0.3060137,-0.81582385,-0.20345603,-1.6773564,0.76784205,-0.3728238,-0.06250902,-0.25639746,0.027431455,0.47902325,-0.028773623,-1.8844745,-0.70956486,0.22147779,-1.216977
/location/country/capital,1.0162437,0.23629028,-1.4404765,0.5161506,-0.12858842,0.5381216,0.65525943,0.9720266,-0.76419896,-1.9958683,0.8703946,0.5654497,-0.27866602,-0.68307966,-3.7022815,1.162622,-0.8178413,0.070472695,1.4679829,3.5227005,1.2762672,1.2107801,0.391089,1.1784221,1.5813226,-0.2963589,-0.6379999,0.41603485,2.7993984,-0.16046008,-0.61891973,2.1351497
/film/special_film_performance_type/film_performance_type./film/performance/film,1.2528977,1.727024,-6.486863,2.2189357,-1.717394,0.62843704,1.0440127,0.11311623,-0.7711449,1.9714594,0.4815753,-2.1535873,0.26205382,-2.7344449,-4.7075877,1.1214021,-0.3463334,-1.9983996,1.4834418,-3.1107001,0.14179468,-0.430551,-3.881169,-0.25650916,-2.393765,-1.9259908,4.4851623,0.18022904,0.20903103,4.619517,-0.36723605,3.4638827
/location/hud_county_place/place,1.2898029,1.1976159,-1.343026,0.3919959,0.8395195,1.7548769,1.1456232,1.3260612,1.1825966,1.6293457,1.3562884,1.1421933,1.3986006,1.4391727,-5.6543517,1.2258537,-0.21169981,-0.14440686,-0.33124405,0.83200806,0.038797367,0.5621649,-0.02188527,0.56621987,-0.2605548,2.086069,0.3081093,0.25780222,-0.44221696,0.10183156,-0.14587896,0.2029646
/music/performance_role/guest_performances./music/recording_contribution/performance_role,0.781687,0.3487059,-1.8402641,1.8406913,-0.34562454,-1.29242,0.963842,1.0288963,1.6671374,0.054849003,-1.1898015,-0.60686606,0.47893116,-0.89320517,-5.194198,0.7044713,-0.37406707,-0.2806418,0.97752726,1.1622304,-0.20831329,0.17334084,0.96580863,0.5560471,1.7072933,-1.0603309,-0.78827536,-1.2007184,0.46283254,0.139292,-0.7602981,-0.6971134
/location/location/adjoin_s./location/adjoining_relationship/adjoins,1.0270245,0.5932907,-1.5472592,0.701012,0.79786587,1.2837136,1.1148616,0.7320952,0.5181638,-0.85993314,-0.6192181,0.96707046,0.81136227,0.9539497,-3.6862502,1.0495713,0.14769854,0.11431093,0.41145232,-2.0715759,0.3153875,0.23777083,0.35113755,-0.52180535,-0.021220557,-1.0461265,-0.41568232,0.034528486,-0.32146415,-0.20261155,0.21354604,-0.33135584
/film/film_subject/films,-0.56925046,1.0703268,-3.4837108,-0.3067021,-0.6730238,-0.37602556,1.2856187,-0.26895192,0.80481535,-1.0654132,-0.32473266,-0.0053504333,0.76511425,-0.4599785,-2.0372071,0.54272836,0.4742616,0.23596202,0.09666848,0.21667452,-0.53027225,0.1670917,-0.17022595,0.81061625,0.51039094,0.77170986,-1.2985213,-0.8265212,-0.05079233,-0.006521376,0.0021055236,-0.19572218
